2 theta,Intensity
15.44470462,0.124719789
15.46514416,0.218294772
15.4855837,0.322306887
15.50602324,0.231895021
15.52646277,0.184906397
15.54690231,0.292452127
15.56734185,0.231615543
15.58778139,0.287118868
15.60822093,0.274934325
15.62866047,0.162075801
15.64910001,-0.044512259
15.66953955,0.243711812
15.68997909,0.174317459
15.71041863,0.195221348
15.73085817,0.203992924
15.7512977,0.16070163
15.77173724,0.28756969
15.79217678,0.32938877
15.81261632,0.253172758
15.83305586,0.189129989
15.8534954,0.300454906
15.87393494,0.269439177
15.89437448,0.328721689
15.91481402,0.263024666
15.93525356,0.440403663
15.9556931,0.308775347
15.97613264,0.48272305
15.99657217,0.491760662
16.01701171,0.594568739
16.03745125,0.57239728
16.05789079,0.486010174
16.07833033,0.437837977
16.09876987,0.545936244
16.11920941,0.431832754
16.13964895,0.638930283
16.16008849,0.563062165
16.18052803,0.232006179
16.20096757,0.255137324
16.2214071,0.54044171
16.24184664,0.341391562
16.26228618,0.604167433
16.28272572,0.391269323
16.30316526,0.544711123
16.3236048,0.408242832
16.34404434,0.303045005
16.36448388,0.359325975
16.38492342,0.311460743
16.40536296,0.293129865
16.4258025,0.170652784
16.44624203,0.211390612
16.46668157,0.212218349
16.48712111,0.29119155
16.50756065,0.300740771
16.52800019,0.117602123
16.54843973,0.307747829
16.56887927,0.273955665
16.58931881,0.273170077
16.60975835,0.121363286
16.63019789,0.160549182
16.65063743,0.10079721
16.67107696,0.150440701
16.6915165,0.151493546
16.71195604,0.084858521
16.73239558,0.075535628
16.75283512,0.088802644
16.77327466,0.082992901
16.7937142,0.039009179
16.81415374,0.034976477
16.83459328,0.053533683
16.85503282,0.079055798
16.87547236,-0.121096067
16.89591189,-0.001783023
16.91635143,-0.017866182
16.93679097,0.163987791
16.95723051,0.102806672
16.97767005,0.081576573
16.99810959,-0.07852195
17.01854913,0.021816658
17.03898867,0.068356285
17.05942821,0.153110822
17.07986775,0.138927489
17.10030729,-0.099193712
17.12074682,0.228677773
17.14118636,0.039208611
17.1616259,0.061565469
17.18206544,0.146442792
17.20250498,-0.022131643
17.22294452,0.048897719
17.24338406,-0.01373301
17.2638236,-0.154468274
17.28426314,0.138844704
17.30470268,0.03287259
17.32514222,0.022407052
17.34558176,0.086614756
17.36602129,-0.066170964
17.38646083,-0.071366776
17.40690037,0.06929121
17.42733991,0.08496966
17.44777945,0.159696353
17.46821899,0.050415732
17.48865853,0.000183353
17.50909807,0.041985328
17.52953761,0.017835544
17.54997715,-0.002821552
17.57041669,-0.056444296
17.59085622,0.120856203
17.61129576,-0.002170057
17.6317353,0.081421371
17.65217484,0.102533262
17.67261438,-0.006542715
17.69305392,-0.079139895
17.71349346,0.068769501
17.733933,0.140310472
17.75437254,-0.036391981
17.77481208,-0.04119897
17.79525162,0.066861728
17.81569115,-0.118459888
17.83613069,0.158044516
17.85657023,0.019638829
17.87700977,0.054864718
17.89744931,0.163027737
17.91788885,0.142738999
17.93832839,0.153720725
17.95876793,0.027570137
17.97920747,-0.036059986
17.99964701,0.0478998
18.02008655,0.020768939
18.04052608,0.03706132
18.06096562,-0.066417502
18.08140516,-0.008417525
18.1018447,0.096477916
18.12228424,-0.093745068
18.14272378,-0.097042878
18.16316332,0.285096444
18.18360286,0.035311785
18.2040424,0.077214257
18.22448194,0.11392886
